"name","latitude","longitude","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","precip","preciptype","snow","snowdepth","cloudcover","conditions","description","city","country","id","location","temp_diff_max","temp_diff_min","temp_diff"
"София, България",42.697,23.324,"2015-12-25",3,-3,0.1,3,-4.3,-0.8,0,"",0,0,81.6,"Partially cloudy","Partly cloudy throughout the day.","Sofia","Bulgaria",18,"Sofia, Bulgaria",2.9,3.1,0.2
"Prishtinë, Kosovë",42.672,21.162,"2015-12-25",2,-6,-2.4,2,-8,-3,0,"",,9,74,"Partially cloudy","Partly cloudy throughout the day.","Pristina","Kosovo",44,"Pristina, Kosovo",4.4,3.6,0.8
"Podgorica, Crna Gora",42.435,19.264,"2015-12-25",14.6,2,6.8,14.6,1.2,6.6,0,"",0,0,17.6,"Clear","Clear conditions throughout the day.","Podgorica","Montenegro",45,"Podgorica, Montenegro",7.8,4.8,3
"Boston, MA, United States",42.359,-71.057,"2015-12-25",16.2,11.5,13.7,16.2,11.5,13.7,0,"",0,0,73.5,"Partially cloudy","Partly cloudy throughout the day.","Boston (MA)","USA",68,"Boston (MA), USA",2.5,2.2,0.300000000000001
"Detroit, MI, United States",42.332,-83.048,"2015-12-25",9.7,1.6,5.8,7.5,-0.8,4.6,0,"",0,0,33,"Partially cloudy","Partly cloudy throughout the day.","Detroit (MI)","USA",71,"Detroit (MI), USA",3.9,4.2,0.3
"Скопје, Северна Македонија",41.995,21.43,"2015-12-25",9.6,-4.1,0.9,8.6,-4.1,0.3,0,"",0,0,32.3,"Partially cloudy","Partly cloudy throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",8.7,5,3.7
"Chicago, IL, United States",41.884,-87.632,"2015-12-25",7.3,1.7,4,5.1,-1.8,1,0,"",0,0,69.4,"Partially cloudy","Partly cloudy throughout the day.","Chicago (IL)","USA",58,"Chicago (IL), USA",3.3,2.3,1
"თბილისი, Georgia",41.709,44.796,"2015-12-25",10.6,-2.4,3.8,10.6,-7.1,-0.2,0.003,"rain",0,0,20.3,"Rain, Partially cloudy","Clearing in the afternoon with morning rain.","Tbilisi","Georgia",26,"Tbilisi, Georgia",6.8,6.2,0.6
"Toshkent, O'zbekiston",41.326,69.241,"2015-12-25",9.9,3,6.6,8.1,0,4.3,0,"",0,0,57.6,"Partially cloudy","Partly cloudy throughout the day.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",3.3,3.6,0.299999999999999
"Tiranë, Shqipëria",41.322,19.825,"2015-12-25",15.9,4.9,9.8,15.9,3.2,9.4,0,"",0,0,30,"Partially cloudy","Clearing in the afternoon.","Tirana","Albania",41,"Tirana, Albania",6.1,4.9,1.2
"New York, NY, United States",40.715,-74.007,"2015-12-25",17.8,13.7,15.8,17.8,13.7,15.8,0.461,"rain",0,0,73.3,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","New York (NY)","USA",57,"New York (NY), USA",2,2.1,0.100000000000001
"Երևան, Հայաստան",40.179,44.513,"2015-12-25",6,-8,-2.1,6,-10.4,-2.2,0,"",0,0,2.1,"Clear","Clear conditions throughout the day.","Yerevan","Armenia",28,"Yerevan, Armenia",8.1,5.9,2.2
"Columbus, OH, United States",39.962,-83.003,"2015-12-25",11,6.2,9.1,11,3.6,8.2,0,"",0,0,71.6,"Partially cloudy","Partly cloudy throughout the day.","Columbus (OH)","USA",60,"Columbus (OH), USA",1.9,2.9,0.999999999999999
"Philadelphia, PA, United States",39.952,-75.162,"2015-12-25",19.5,16.6,17.8,19.5,16.6,17.8,7.013,"rain",0,0,98.3,"Rain, Overcast","Cloudy skies throughout the day with rain.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",1.7,1.2,0.5
"Ankara, Türkiye",39.921,32.854,"2015-12-25",4.9,-3.4,-0.2,4.9,-7,-1.5,0,"",0,0,82.7,"Partially cloudy","Partly cloudy throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",5.1,3.2,1.9
"中国北京",39.907,116.388,"2015-12-25",-2,-5,-3.6,-3,-8.3,-4.7,0,"",,,62.9,"Partially cloudy","Partly cloudy throughout the day.","Beijing","China",2,"Beijing, China",1.6,1.4,0.2
"Indianapolis, IN, United States",39.767,-86.15,"2015-12-25",10.3,5,7.9,10.3,1.3,5.7,0,"",0,0,58.8,"Partially cloudy","Clearing in the afternoon.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",2.4,2.9,0.5
"Denver, CO, United States",39.74,-104.992,"2015-12-25",-2.9,-7.4,-5.6,-4.5,-14.9,-10.1,1.727,"snow",1.8,1,85.3,"Snow, Partially cloudy","Partly cloudy throughout the day with snow.","Denver (CO)","USA",64,"Denver (CO), USA",2.7,1.8,0.899999999999999
"Pyongyang, North Korea",39.012,125.787,"2015-12-25",1.7,-8.8,-2.7,0.8,-13.9,-5.8,0.016,"rain,snow",0,0,21.7,"Snow, Rain, Partially cloudy","Becoming cloudy in the afternoon with late afternoon rain or snow.","Pyongyang","North Korea",10,"Pyongyang, North Korea",4.4,6.1,1.7
"Washington, DC, United States",38.89,-77.032,"2015-12-25",20.7,15,17.8,20.7,15,17.8,7.357,"rain",0,0,95.8,"Rain, Overcast","Cloudy skies throughout the day with rain.","Washington (DC)","USA",67,"Washington (DC), USA",2.9,2.8,0.0999999999999979
"Dushanbe, Tajikistan",38.568,68.772,"2015-12-25",8,0.9,4,7,-1.4,2.9,0.296,"rain",0,0.4,78.7,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",4,3.1,0.9
"Louisville, KY, United States",38.255,-85.767,"2015-12-25",13.1,10.9,11.9,13.1,10.9,11.9,5.201,"rain",0,0,91.2,"Rain, Overcast","Cloudy skies throughout the day with rain in the morning and afternoon.","Louisville (KY)","USA",72,"Louisville (KY), USA",1.2,1,0.199999999999999
"Ashgabat, Turkmenistan",37.951,58.39,"2015-12-25",16,2.8,8.4,16,2.1,8,0,"",0,0,56.4,"Partially cloudy","Partly cloudy throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",7.6,5.6,2
"South Korea South Korea Seoul",37.559,127,"2015-12-25",3.7,-4.2,-0.3,1.3,-7.3,-2.6,0,"",0,0,23.3,"Partially cloudy","Partly cloudy throughout the day.","Seoul","South Korea",1,"Seoul, South Korea",4,3.9,0.0999999999999996
"Nashville, TN, United States",36.168,-86.778,"2015-12-25",20.1,13.3,15.7,20.1,13.3,15.7,20.562,"rain",0,0,97.1,"Rain, Overcast","Cloudy skies throughout the day with rain.","Nashville (TN)","USA",66,"Nashville (TN), USA",4.4,2.4,2
"Oklahoma City, OK, United States",35.472,-97.521,"2015-12-25",15.8,2.2,9.4,15.8,-1.3,7.9,0,"",0,0,41.1,"Partially cloudy","Partly cloudy throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",6.4,7.2,0.8
"Charlotte, NC, United States",35.223,-80.838,"2015-12-25",22.1,17.6,19.7,22.1,17.6,19.7,8.621,"rain",0,0,89.6,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",2.4,2.1,0.300000000000004
"Memphis, TN, United States",35.15,-90.049,"2015-12-25",17.9,12.8,14.4,17.9,12.8,14.4,31.333,"rain",0,0,98.5,"Rain, Overcast","Cloudy skies throughout the day with rain clearing later.","Memphis (TN)","USA",70,"Memphis (TN), USA",3.5,1.6,1.9
"Kathmandu, Bagmati, Nepal",27.693,85.322,"2015-12-25",15,3,7.6,15,2.1,7.4,0,"",,,37.8,"Partially cloudy","Partly cloudy throughout the day.","Kathmandu","Nepal",31,"Kathmandu, Nepal",7.4,4.6,2.8
"Thimphu, Bhutan",27.468,89.662,"2015-12-25",11.4,-18.8,1,11.4,-21.8,-0.8,0,"",,,4.8,"Clear","Clear conditions throughout the day.","Thimphu","Bhutan",49,"Thimphu, Bhutan",10.4,19.8,9.4
"Reykjavíkurborg, Ísland",64.146,-21.94,"2016-12-25",2,-2.9,-0.6,-2,-7.8,-5.6,5.012,"rain,snow",1,8.2,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Reykjavík","Iceland",47,"Reykjavík, Iceland",2.6,2.3,0.3
"Anchorage, AK, United States",61.218,-149.858,"2016-12-25",-5,-8.3,-6.2,-5,-12.3,-7.6,0,"",0,13.4,95.8,"Overcast","Cloudy skies throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",1.2,2.1,0.9
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"2016-12-25",4.1,2.4,3.5,0.5,-1.3,-0.6,0.745,"rain",0,0,65.9,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Helsinki","Finland",24,"Helsinki, Finland",0.6,1.1,0.5
"Oslo, Norge",59.912,10.75,"2016-12-25",5,-0.3,2.4,3.5,-4.5,-0.9,0,"",0,0,77.5,"Partially cloudy","Partly cloudy throughout the day.","Oslo","Norway",30,"Oslo, Norway",2.6,2.7,0.0999999999999996
"Tallinn, Eesti",59.436,24.753,"2016-12-25",4,2,3,0.3,-3.1,-1.6,0.111,"rain",0,0,91,"Rain, Overcast","Cloudy skies throughout the day with rain clearing later.","Tallinn","Estonia",40,"Tallinn, Estonia",1,1,0
"Stockholm, Stockholms län, Sverige",59.333,18.067,"2016-12-25",4.7,1.9,3.2,1.3,-2.6,-0.5,0,"",0,0,22.5,"Partially cloudy","Partly cloudy throughout the day.","Stockholm","Sweden",17,"Stockholm, Sweden",1.5,1.3,0.2
"Rīga, Latvija",56.946,24.115,"2016-12-25",4,1,2.6,0.3,-3.4,-0.9,0,"",0,0,76.1,"Partially cloudy","Partly cloudy throughout the day.","Riga","Latvia",32,"Riga, Latvia",1.4,1.6,0.2
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"2016-12-25",-0.3,-2,-1.1,-3.2,-6.7,-5.3,0.8,"rain,snow",0.6,19.4,97.7,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Moscow","Russia",3,"Moscow, Russia",0.8,0.9,0.0999999999999999
"København, Hovedstaden, Danmark",55.676,12.568,"2016-12-25",10.1,2.7,6.3,10.1,-2.3,2.5,1.492,"rain",0,0,68.9,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Copenhagen","Denmark",22,"Copenhagen, Denmark",3.8,3.6,0.2
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"2016-12-25",2,-0.2,1.1,-1.2,-5.3,-3.1,0.4,"rain,snow",0,0,97.3,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Vilnius","Lithuania",36,"Vilnius, Lithuania",0.9,1.3,0.4
"Мінск, Беларусь",53.904,27.566,"2016-12-25",1.3,-1,0.4,-0.7,-5.5,-2.6,2.5,"rain,snow",0.4,2.5,99.3,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow clearing later.","Minsk","Belarus",12,"Minsk, Belarus",0.9,1.4,0.5
"Edmonton, AB, Canada",53.546,-113.49,"2016-12-25",-15,-22.3,-18.2,-15.9,-29.6,-23,0.808,"snow",1.1,5.2,40.3,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Edmonton","Canada",53,"Edmonton, Canada",3.2,4.1,0.900000000000002
"Dublin, Ireland",53.348,-6.248,"2016-12-25",13,5.8,10.5,13,1.2,9,0.95,"rain",0,0,89.4,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Dublin","Ireland",25,"Dublin, Ireland",2.5,4.7,2.2
"Berlin, Deutschland",52.516,13.377,"2016-12-25",9.8,4,7.3,6.8,-0.9,4,11.451,"rain",0,0,95,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Berlin","Germany",7,"Berlin, Germany",2.5,3.3,0.799999999999999
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"2016-12-25",11.6,8.8,10.2,11.6,5,8.5,0.369,"rain",0,0,93.8,"Rain, Overcast","Cloudy skies throughout the day with rain clearing later.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",1.4,1.4,1.77635683940025e-15
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"2016-12-25",4,3,3.6,1.9,-2.3,0.1,2.029,"rain",0,0,80,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Warsaw","Poland",15,"Warsaw, Poland",0.4,0.6,0.2
"London, England, United Kingdom",51.506,-0.127,"2016-12-25",13.5,10.1,11.9,13.5,10.1,11.9,0.001,"rain",0,0,85.2,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","London","United Kingdom",4,"London, United Kingdom",1.6,1.8,0.200000000000001
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"2016-12-25",-11,-18,-14.3,-18.7,-29.5,-24.7,0.7,"snow",0,0,83,"Snow, Partially cloudy","Partly cloudy throughout the day with early morning snow.","Astana","Kazakhstan",29,"Astana, Kazakhstan",3.3,3.7,0.399999999999999
"Calgary, AB, Canada",51.045,-114.063,"2016-12-25",-15.1,-20.3,-17.5,-18.4,-27.1,-22.9,1.498,"snow",0.2,1.2,56,"Snow, Partially cloudy","Partly cloudy throughout the day with snow.","Calgary","Canada",52,"Calgary, Canada",2.4,2.8,0.4
"Brussels, Belgium",50.844,4.356,"2016-12-25",9.9,7.8,8.9,7.1,4.2,5.5,0.158,"rain",0,0,85.9,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Brussels","Belgium",16,"Brussels, Belgium",1,1.1,0.100000000000001
"Київ, Україна",50.451,30.524,"2016-12-25",1,-1.2,-0.1,-2.2,-6.7,-4.3,0.9,"rain,snow",0.6,2.2,95.9,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Kyiv","Ukraine",9,"Kyiv, Ukraine",1.1,1.1,2.22044604925031e-16
"Praha, Hlavní město Praha, Česko",50.079,14.433,"2016-12-25",7.3,4.9,6.2,3.8,0.5,2,0.98,"rain",0,0,95.7,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Prague","Czechia",23,"Prague, Czechia",1.1,1.3,0.2
"Winnipeg, MB, Canada",49.9,-97.141,"2016-12-25",-7.5,-16.1,-11.1,-13.2,-22.7,-17.6,5.148,"snow",0,0,100,"Snow, Overcast","Cloudy skies throughout the day with late afternoon snow.","Winnipeg","Canada",55,"Winnipeg, Canada",3.6,5,1.4
"Luxembourg, Luxembourg",49.61,6.13,"2016-12-25",7.2,5.4,6.3,4.2,1.5,2.6,0.002,"rain",0,0,93.8,"Rain, Overcast","Cloudy skies throughout the day with afternoon rain.","Luxembourg","Luxembourg",48,"Luxembourg, Luxembourg",0.9,0.9,8.88178419700125e-16
"Vancouver, BC, Canada",49.26,-123.113,"2016-12-25",2.9,-1.3,0.8,2.9,-2,0.5,0,"",0.2,0,59.9,"Partially cloudy","Partly cloudy throughout the day.","Vancouver","Canada",56,"Vancouver, Canada",2.1,2.1,4.44089209850063e-16
"Paris, Île-de-France, France",48.857,2.341,"2016-12-25",10.9,7.7,9.3,10.9,5.2,8.1,0.011,"rain",,,98.9,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Paris","France",5,"Paris, France",1.6,1.6,8.88178419700125e-16
"Wien, Österreich",48.203,16.368,"2016-12-25",9.6,6.8,8,6.8,2.7,4.6,0.201,"rain",0,0,91,"Rain, Overcast","Cloudy skies throughout the day with rain.","Vienna","Austria",13,"Vienna, Austria",1.6,1.2,0.399999999999999
"Bratislava, Bratislavský kraj, Slovenská Republika",48.149,17.107,"2016-12-25",7.1,-0.9,4.6,4.9,-2.2,1.9,0.148,"rain,snow",0,0.1,92.1,"Snow, Rain, Overcast","Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Bratislava","Slovakia",39,"Bratislava, Slovakia",2.5,5.5,3
"Ulaanbaatar, Mongolia",47.922,106.918,"2016-12-25",-16.5,-26,-21,-17.4,-34.7,-23.4,0,"",0,10,35.2,"Partially cloudy","Becoming cloudy in the afternoon.","Ulaanbaatar","Mongolia",20,"Ulaanbaatar, Mongolia",4.5,5,0.5
"Seattle, WA, United States",47.604,-122.329,"2016-12-25",4.4,0.3,2,4,-1.8,0.8,0,"",0,0,86.4,"Partially cloudy","Partly cloudy throughout the day.","Seattle (WA)","USA",63,"Seattle (WA), USA",2.4,1.7,0.7
"Budapest, Magyarország",47.5,19.055,"2016-12-25",5.5,-1,2.2,3.4,-4.7,-0.8,0.802,"rain,snow",0,0,96.2,"Snow, Rain, Overcast","Cloudy skies throughout the day with a chance of rain or snow throughout the day.","Budapest","Hungary",8,"Budapest, Hungary",3.3,3.2,0.0999999999999996
"Chișinău, Moldova",47.025,28.832,"2016-12-25",3,-1,0.4,3,-4.8,-1.7,0,"",1,0.6,89.6,"Partially cloudy","Partly cloudy throughout the day.","Chisinau","Moldova",37,"Chisinau, Moldova",2.6,1.4,1.2
"Bern, BE, Schweiz",46.948,7.44,"2016-12-25",10.1,3.3,6.3,10.1,3.3,6.1,0.002,"rain",0,0,84.7,"Rain, Partially cloudy","Partly cloudy throughout the day with morning rain.","Bern","Switzerland",46,"Bern, Switzerland",3.8,3,0.8
"Ljubljana, Slovenija",46.051,14.503,"2016-12-25",0.2,-3.6,-2.3,0.2,-4.9,-2.4,0,"",0,0,83.3,"Partially cloudy","Partly cloudy throughout the day.","Ljubljana","Slovenia",43,"Ljubljana, Slovenia",2.5,1.3,1.2
"Zagreb, Hrvatska",45.807,15.968,"2016-12-25",0.8,-2.9,-0.9,0.6,-6.5,-2.3,0,"",0,0,90.9,"Overcast","Cloudy skies throughout the day.","Zagreb","Croatia",35,"Zagreb, Croatia",1.7,2,0.3
"Montréal, QC, Canada",45.512,-73.555,"2016-12-25",3.1,-9.1,-3.9,1.6,-14.1,-7.7,0.253,"snow",0.7,18.5,13.9,"Snow","Clear conditions throughout the day with morning snow.","Montréal","Canada",51,"Montréal, Canada",7,5.2,1.8
"Portland, OR, United States",45.512,-122.676,"2016-12-25",6.4,1.1,3.2,5.6,-1.8,2.1,0,"",0,0,75.5,"Partially cloudy","Partly cloudy throughout the day.","Portland (OR)","USA",69,"Portland (OR), USA",3.2,2.1,1.1
"Ottawa, ON, Canada",45.422,-75.691,"2016-12-25",2.5,-10.5,-5.1,-0.7,-15.8,-10.5,0.005,"rain,snow",0,19.2,29.4,"Snow, Rain, Partially cloudy","Clearing in the afternoon with early morning snow or rain.","Ottawa","Canada",54,"Ottawa, Canada",7.6,5.4,2.2
"Београд, Централна Србија, Србија",44.813,20.463,"2016-12-25",2.5,-2,0,2.5,-5.3,-2.2,0.989,"rain,snow",0,0,94.5,"Snow, Rain, Overcast","Cloudy skies throughout the day with afternoon rain or snow.","Belgrade","Serbia",21,"Belgrade, Serbia",2.5,2,0.5
"București, România",44.434,26.103,"2016-12-25",2.1,-4.7,-2.2,2.1,-7.9,-4,0,"",0,0,37.8,"Partially cloudy","Partly cloudy throughout the day.","Bucharest","Romania",14,"Bucharest, Romania",4.3,2.5,1.8
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",43.859,18.436,"2016-12-25",0.6,-3.9,-1.9,0.6,-6.3,-2.3,0,"",0,0,69.4,"Partially cloudy","Partly cloudy throughout the day.","Sarajevo","Bosnia and Herzegovina",42,"Sarajevo, Bosnia and Herzegovina",2.5,2,0.5
"Toronto, ON, Canada",43.649,-79.385,"2016-12-25",3.7,-2.1,1.2,3.2,-10.7,-2.9,0,"",0,11.7,59.4,"Partially cloudy","Partly cloudy throughout the day.","Toronto","Canada",50,"Toronto, Canada",2.5,3.3,0.8
"Bishkek, Kyrgyzstan",42.884,74.603,"2016-12-25",-0.4,-17,-9.5,-3,-22.3,-12.1,0,"",,,0.2,"Clear","Clear conditions throughout the day.","Bishkek","Kyrgyzstan",27,"Bishkek, Kyrgyzstan",9.1,7.5,1.6
"София, България",42.697,23.324,"2016-12-25",5,-5,0.3,0.8,-8.4,-3.1,0.028,"rain,snow",0,0,60.1,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain or snow.","Sofia","Bulgaria",18,"Sofia, Bulgaria",4.7,5.3,0.6
"Prishtinë, Kosovë",42.672,21.162,"2016-12-25",3.5,-6,-1.7,2.8,-7.5,-2.3,0.047,"rain,snow",0,0,91.4,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Pristina","Kosovo",44,"Pristina, Kosovo",5.2,4.3,0.9
"Podgorica, Crna Gora",42.435,19.264,"2016-12-25",11.8,-0.4,5.2,11.8,-3.5,4.3,0,"",0,0,36.9,"Partially cloudy","Clearing in the afternoon.","Podgorica","Montenegro",45,"Podgorica, Montenegro",6.6,5.6,1
"Boston, MA, United States",42.359,-71.057,"2016-12-25",7.2,-2.2,2.9,3.2,-6.4,-1.2,0,"",0,0,15.2,"Clear","Clear conditions throughout the day.","Boston (MA)","USA",68,"Boston (MA), USA",4.3,5.1,0.799999999999999
"Detroit, MI, United States",42.332,-83.048,"2016-12-25",1.8,1,1.3,1.5,-4.1,-1.4,0,"",0,2.3,100,"Overcast","Cloudy skies throughout the day.","Detroit (MI)","USA",71,"Detroit (MI), USA",0.5,0.3,0.2
"Скопје, Северна Македонија",41.995,21.43,"2016-12-25",6.7,-7.9,-1.2,4.9,-9.8,-2,0,"",0,0,62.5,"Partially cloudy","Partly cloudy throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",7.9,6.7,1.2
"Chicago, IL, United States",41.884,-87.632,"2016-12-25",3.5,0.5,1.3,-1.1,-4.9,-3.3,1.143,"rain,snow",0,0.5,100,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Chicago (IL)","USA",58,"Chicago (IL), USA",2.2,0.8,1.4
"თბილისი, Georgia",41.709,44.796,"2016-12-25",5.3,-3.9,-0.1,3.1,-7,-2.7,0.195,"rain",0.1,0.6,66.7,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain or snow.","Tbilisi","Georgia",26,"Tbilisi, Georgia",5.4,3.8,1.6
"Toshkent, O'zbekiston",41.326,69.241,"2016-12-25",7,-6,0,5.6,-11.8,-2.4,0,"",,,24.3,"Partially cloudy","Partly cloudy throughout the day.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",7,6,1
"Tiranë, Shqipëria",41.322,19.825,"2016-12-25",11.9,-1.5,3.7,11.9,-4.7,3.1,0,"",0,0,45.5,"Partially cloudy","Partly cloudy throughout the day.","Tirana","Albania",41,"Tirana, Albania",8.2,5.2,3
"New York, NY, United States",40.715,-74.007,"2016-12-25",11.9,4,6.9,11.9,-0.7,4.8,0,"",0,0,2.6,"Clear","Clear conditions throughout the day.","New York (NY)","USA",57,"New York (NY), USA",5,2.9,2.1
"Երևան, Հայաստան",40.179,44.513,"2016-12-25",-5.5,-8,-6.7,-5.5,-8,-6.7,0.6,"snow",0,0,93,"Snow, Overcast","Cloudy skies throughout the day with late afternoon snow.","Yerevan","Armenia",28,"Yerevan, Armenia",1.2,1.3,0.0999999999999996
"Columbus, OH, United States",39.962,-83.003,"2016-12-25",7.9,2.3,5.1,6.4,-1,2.7,0,"",0,0,100,"Overcast","Cloudy skies throughout the day.","Columbus (OH)","USA",60,"Columbus (OH), USA",2.8,2.8,8.88178419700125e-16
"Philadelphia, PA, United States",39.952,-75.162,"2016-12-25",9.8,0.6,4.7,9.3,-1.9,3.2,0,"",0,0,10.2,"Clear","Clear conditions throughout the day.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",5.1,4.1,1
"Ankara, Türkiye",39.921,32.854,"2016-12-25",3.3,1,2.1,2.3,-0.7,0.8,0,"",0,0,86,"Partially cloudy","Partly cloudy throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",1.2,1.1,0.0999999999999996
"中国北京",39.907,116.388,"2016-12-25",1,-7,-2.2,1,-10.6,-3.3,0,"",,,30,"Partially cloudy","Partly cloudy throughout the day.","Beijing","China",2,"Beijing, China",3.2,4.8,1.6
"Indianapolis, IN, United States",39.767,-86.15,"2016-12-25",8,2.1,4.3,5.5,-1.3,1.2,0,"",0,0,99.8,"Overcast","Cloudy skies throughout the day.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",3.7,2.2,1.5
"Denver, CO, United States",39.74,-104.992,"2016-12-25",6.7,-1.5,2.3,2.3,-6,-2.5,0,"",0,0,77.1,"Partially cloudy","Partly cloudy throughout the day.","Denver (CO)","USA",64,"Denver (CO), USA",4.4,3.8,0.6
"Pyongyang, North Korea",39.012,125.787,"2016-12-25",0.9,-8.2,-3.5,0.9,-12.8,-5.5,0,"",0,0,64.2,"Partially cloudy","Partly cloudy throughout the day.","Pyongyang","North Korea",10,"Pyongyang, North Korea",4.4,4.7,0.299999999999999
"Washington, DC, United States",38.89,-77.032,"2016-12-25",10,1.5,5.6,9.8,-1,4.2,0,"",0,0,34.9,"Partially cloudy","Partly cloudy throughout the day.","Washington (DC)","USA",67,"Washington (DC), USA",4.4,4.1,0.300000000000001
"Dushanbe, Tajikistan",38.568,68.772,"2016-12-25",9,-4,3.1,6.7,-7.1,1.2,0,"",0.2,0.1,7.9,"Clear","Clear conditions throughout the day.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",5.9,7.1,1.2
"Louisville, KY, United States",38.255,-85.767,"2016-12-25",13.3,6.9,9.5,13.3,5.2,8.8,0,"",0,0,100,"Overcast","Cloudy skies throughout the day.","Louisville (KY)","USA",72,"Louisville (KY), USA",3.8,2.6,1.2
"Ashgabat, Turkmenistan",37.951,58.39,"2016-12-25",8,-2,2.6,7.9,-5.2,0.7,0,"",0,0,84.5,"Partially cloudy","Partly cloudy throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",5.4,4.6,0.800000000000001
"South Korea South Korea Seoul",37.559,127,"2016-12-25",6,-6,-0.1,4.6,-8.4,-1.8,0.2,"rain",0,0,12.9,"Rain","Clear conditions throughout the day with afternoon rain.","Seoul","South Korea",1,"Seoul, South Korea",6.1,5.9,0.199999999999999
"Nashville, TN, United States",36.168,-86.778,"2016-12-25",23.3,11.9,17.2,23.3,11.9,17.2,2.627,"rain",0,0,73.7,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","Nashville (TN)","USA",66,"Nashville (TN), USA",6.1,5.3,0.800000000000002
"Oklahoma City, OK, United States",35.472,-97.521,"2016-12-25",21.8,11.5,17,21.8,11.5,17,1.228,"rain",0,0,90.9,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",4.8,5.5,0.699999999999999
"Charlotte, NC, United States",35.223,-80.838,"2016-12-25",19.3,10,13.8,19.3,10,13.8,0,"",0,0,67.4,"Partially cloudy","Partly cloudy throughout the day.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",5.5,3.8,1.7
"Memphis, TN, United States",35.15,-90.049,"2016-12-25",19.8,12.9,16.7,19.8,12.9,16.7,0,"",0,0,93,"Overcast","Cloudy skies throughout the day.","Memphis (TN)","USA",70,"Memphis (TN), USA",3.1,3.8,0.699999999999998
"Kathmandu, Bagmati, Nepal",27.693,85.322,"2016-12-25",20,7,13,20,7,12.9,0,"",,,32.7,"Partially cloudy","Partly cloudy throughout the day.","Kathmandu","Nepal",31,"Kathmandu, Nepal",7,6,1
"Thimphu, Bhutan",27.468,89.662,"2016-12-25",17.9,-11.1,6.2,17.9,-13.2,5.3,0,"",,,7.5,"Clear","Clear conditions throughout the day.","Thimphu","Bhutan",49,"Thimphu, Bhutan",11.7,17.3,5.6
